text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
ar fi minunat daca in magazin ar exista un aparat de verificat preturile.,417070,service,ar fi minunat daca in magazin ar exista un aparat de verificat preturile.,Negative,manual,ar fi minunat daca in magazin ar exista un aparat de verificat preturile.,service
"Am dorit sa achiziționez un panou de baschet, la fel cu cel expus in magazin drept model, însă produsul nu era in stoc. Personalul însă m-a informat ca acest produs urmează sa sosească in magazin in următoarele zile. După 2 zile am revenit si intr-adevăr produsele erau sosite si expuse. Mulțumesc echipei pentru amabilitate si promptitudine.",417071,staff competency; staff availability,"Am dorit sa achiziționez un panou de baschet, la fel cu cel expus in magazin drept model, însă produsul nu era in stoc. Personalul însă m-a informat ca acest produs urmează sa sosească in magazin in următoarele zile. După 2 zile am revenit si intr-adevăr produsele erau sosite si expuse. Mulțumesc echipei pentru amabilitate si promptitudine.;Am dorit sa achiziționez un panou de baschet, la fel cu cel expus in magazin drept model, însă produsul nu era in stoc. Personalul însă m-a informat ca acest produs urmează sa sosească in magazin in următoarele zile. După 2 zile am revenit si intr-adevăr produsele erau sosite si expuse. Mulțumesc echipei pentru amabilitate si promptitudine.",Positive; Positive,manual,"Am dorit sa achiziționez un panou de baschet, la fel cu cel expus in magazin drept model, însă produsul nu era in stoc. Personalul însă m-a informat ca acest produs urmează sa sosească in magazin in următoarele zile. După 2 zile am revenit si intr-adevăr produsele erau sosite si expuse. Mulțumesc echipei pentru amabilitate si promptitudine.",staff competency;staff availability
"Am fost sa cumpăr o bicicletă pentru fiul meu de 6 ani. Personal a fost deosebit de amabil .Am plecat cu bicicleta montată, echilibrată. Plus ca am încercat și eu câteva biciclete și mă voi întoarce cu siguranță sa-mi cumpăr si eu una :)",417072,staff competency; service,"Personal a fost deosebit de amabil .;Am plecat cu bicicleta montată, echilibrată.",Positive; Positive,manual,"Am fost sa cumpăr o bicicletă pentru fiul meu de 6 ani. Personal a fost deosebit de amabil .Am plecat cu bicicleta montată, echilibrată. Plus ca am încercat și eu câteva biciclete și mă voi întoarce cu siguranță sa-mi cumpăr si eu una :)",staff competency;service
sugerez imbunatatirea organizarii magazinuluieste posibil fiind spre sfirsitul programului perceptia mea sa fie afectata de usoara dezordine,417073,shop organization,sugerez imbunatatirea organizarii magazinuluieste posibil fiind spre sfirsitul programului perceptia mea sa fie afectata de usoara dezordine,Negative,manual,sugerez imbunatatirea organizarii magazinuluieste posibil fiind spre sfirsitul programului perceptia mea sa fie afectata de usoara dezordine,shop organization
Sunt foarte multumita cu comanda si apreciez foarte mult ca m-a anuntat si prin telefon cu informatiile necesare in legatura cu comanda mea.,417074,delivery; staff competency,Sunt foarte multumita cu comanda; apreciez foarte mult ca m-a anuntat si prin telefon cu informatiile necesare in legatura cu comanda mea,Positive; Positive,manual,Sunt foarte multumita cu comanda si apreciez foarte mult ca m-a anuntat si prin telefon cu informatiile necesare in legatura cu comanda mea.,delivery;staff competency
"Imi doream sa gasesc mai multe articole legate de pescuit,dar nu exista.Intentionam sa cumpar o sapca cu protectie solara de la Caperlan.De asemenea voiam sa vad in magazin o veste de specuit necesara la pescuitul la rapitor.Poate va exista o data viitoare cand vor fi mai multe produse de acest gen.Una peste alta imi place magazinul,nu sunt obiectii,e bine ca avem in zona acest magazin.",417075,shop diversity,"Imi doream sa gasesc mai multe articole legate de pescuit,dar nu exista.Intentionam sa cumpar o sapca cu protectie solara de la Caperlan.De asemenea voiam sa vad in magazin o veste de specuit necesara la pescuitul la rapitor.Poate va exista o data viitoare cand vor fi mai multe produse de acest gen.",Negative,manual,"Imi doream sa gasesc mai multe articole legate de pescuit,dar nu exista.Intentionam sa cumpar o sapca cu protectie solara de la Caperlan.De asemenea voiam sa vad in magazin o veste de specuit necesara la pescuitul la rapitor.Poate va exista o data viitoare cand vor fi mai multe produse de acest gen.Una peste alta imi place magazinul,nu sunt obiectii,e bine ca avem in zona acest magazin.",shop diversity
Nu am gasit pantaloni termici (nu de luat pe sub alte haine) si trening din fas cu captuseala polar.,417076,shop diversity,Nu am gasit pantaloni termici (nu de luat pe sub alte haine) si trening din fas cu captuseala polar.,Negative,manual,Nu am gasit pantaloni termici (nu de luat pe sub alte haine) si trening din fas cu captuseala polar.,shop diversity
"Am o pereche de Salewa Gore-Tex, la care nicaieri nu se gasea pana acum sireturi. Acest snur este conform standardelor (textura & culoare). Va multumesc!",417077,product; shop diversity,"Am o pereche de Salewa Gore-Tex, la care nicaieri nu se gasea pana acum sireturi. Acest snur este conform standardelor (textura & culoare). Va multumesc!;Am o pereche de Salewa Gore-Tex, la care nicaieri nu se gasea pana acum sireturi. Acest snur este conform standardelor (textura & culoare). Va multumesc!",Positive; Positive,manual,"Am o pereche de Salewa Gore-Tex, la care nicaieri nu se gasea pana acum sireturi. Acest snur este conform standardelor (textura & culoare). Va multumesc!",product;shop diversity
In general sunt foarte multumita de magazinul Decathlon din Sibiu.,417078,environment,In general sunt foarte multumita de magazinul Decathlon din Sibiu.,Positive,manual,In general sunt foarte multumita de magazinul Decathlon din Sibiu.,environment
personalul amabil insa depasit numeric in weekend uri de aici si ceva dezordine ..in rest totul ok,417079,staff competency; staff availability; shop organization,personalul amabil;depasit numeric in weekend uri de aici;ceva dezordine,Positive; Negative; Negative,manual,personalul amabil insa depasit numeric in weekend uri de aici si ceva dezordine ..in rest totul ok,staff competency;staff availability;shop organization
Ovidiu Degan este cel mai bun angajat!! El ma ajutat la achiziționarea unui produs am luat legătura cu el pe Facebook unde mi-a spus ca acel produs va fi disponibil in 10.01 am sunt la decathlon Cluj si ei mi-au zis ca acel produs va fi disponibil in luna 02. 2018 dacă nu luam legătura cu ovidiu Degan așteptăm încă o luna pentru acel produs mulțumesc Ovidiu DEGAN,417080,staff competency,Ovidiu Degan este cel mai bun angajat!! El ma ajutat la achiziționarea unui produs am luat legătura cu el pe Facebook unde mi-a spus ca acel produs va fi disponibil in 10.01 am sunt la decathlon Cluj si ei mi-au zis ca acel produs va fi disponibil in luna 02. 2018 dacă nu luam legătura cu ovidiu Degan așteptăm încă o luna pentru acel produs mulțumesc Ovidiu DEGAN,Positive,manual,Ovidiu Degan este cel mai bun angajat!! El ma ajutat la achiziționarea unui produs am luat legătura cu el pe Facebook unde mi-a spus ca acel produs va fi disponibil in 10.01 am sunt la decathlon Cluj si ei mi-au zis ca acel produs va fi disponibil in luna 02. 2018 dacă nu luam legătura cu ovidiu Degan așteptăm încă o luna pentru acel produs mulțumesc Ovidiu DEGAN,staff competency
Foarte util.Mi-a placut mult.Imi place sa-i port ma simt bine in ei.,417081,product,Foarte util.Mi-a placut mult.Imi place sa-i port ma simt bine in ei.,Positive,manual,Foarte util.Mi-a placut mult.Imi place sa-i port ma simt bine in ei.,product
Produsul livrat prin curier si informat in permanenta asupra status-ului pachetului.As dori sa am posibilitatea de a alege firma de curierat.,417082,delivery,Produsul livrat prin curier si informat in permanenta asupra status-ului pachetului.As dori sa am posibilitatea de a alege firma de curierat.,Negative,manual,Produsul livrat prin curier si informat in permanenta asupra status-ului pachetului.As dori sa am posibilitatea de a alege firma de curierat.,delivery
"Eu, sotia si fiica avem o parere foarte buna si speram sa nu o schimbam, chiar daca la inceputuri cand fiica a facut cumparaturi de acolo si nu i s-a propus sa i se faca un card de fidelitate de niciunul din angajati (chiar si acum 2 saptamani cand a facut cumparaturi eu zic ca destul de serioase, cu 4 zile inainte de a-mi elibera mie acest card). Angajatii sa explice eventual ca eliberarea cardului nu dureaza mai mult de 2 minute si ca in cazul lipsei cardului cineva din familie poate folosi adresa email ptr a se incarca punctele. Asta daca o s-o tineti cu punctele, am intalnit si o societate cu un rulaj foarte mare care nici nu a acordat vreodata puncte de fidelitate sa-mi spuna ca nu mai pot cumpara fara card (aveam dar nici nu il mai purtam si pe ala) si este obligatoriu ,imi elibereaza altul nou nout in 2 minute, iau de multi bani marfa, mai iau de cateva ori iar ultima oara sa-mi zica nu e nevoie,nu mai scoateti legitimatia ca am bagat eu nu stiu ce si i-am dat drumu. E?Cum e?In rest va urez tot ce e mai bun.",417083,staff competency," la inceputuri cand fiica a facut cumparaturi de acolo si nu i s-a propus sa i se faca un card de fidelitate de niciunul din angajati (chiar si acum 2 saptamani cand a facut cumparaturi eu zic ca destul de serioase, cu 4 zile inainte de a-mi elibera mie acest card). Angajatii sa explice eventual ca eliberarea cardului nu dureaza mai mult de 2 minute si ca in cazul lipsei cardului cineva din familie poate folosi adresa email ptr a se incarca punctele.",Negative,manual,"Eu, sotia si fiica avem o parere foarte buna si speram sa nu o schimbam, chiar daca la inceputuri cand fiica a facut cumparaturi de acolo si nu i s-a propus sa i se faca un card de fidelitate de niciunul din angajati (chiar si acum 2 saptamani cand a facut cumparaturi eu zic ca destul de serioase, cu 4 zile inainte de a-mi elibera mie acest card). Angajatii sa explice eventual ca eliberarea cardului nu dureaza mai mult de 2 minute si ca in cazul lipsei cardului cineva din familie poate folosi adresa email ptr a se incarca punctele. Asta daca o s-o tineti cu punctele, am intalnit si o societate cu un rulaj foarte mare care nici nu a acordat vreodata puncte de fidelitate sa-mi spuna ca nu mai pot cumpara fara card (aveam dar nici nu il mai purtam si pe ala) si este obligatoriu ,imi elibereaza altul nou nout in 2 minute, iau de multi bani marfa, mai iau de cateva ori iar ultima oara sa-mi zica nu e nevoie,nu mai scoateti legitimatia ca am bagat eu nu stiu ce si i-am dat drumu. E?Cum e?In rest va urez tot ce e mai bun.",staff competency
Am folosit o o zi și o noaptea și e ok,417084,product,Am folosit o o zi și o noaptea și e ok,Positive,manual,Am folosit o o zi și o noaptea și e ok,product
Am avut de schimbat o pereche de pantaloni și nu am intampinat nicio problemă.,417085,return warranty,Am avut de schimbat o pereche de pantaloni și nu am intampinat nicio problemă.,Positive,manual,Am avut de schimbat o pereche de pantaloni și nu am intampinat nicio problemă.,return warranty
E neplacut faptul ca ochelarii de ski sunt expusi la raft fara  a fi securizati. Oricine ii poate deschide si lua accesoriile cu care vin (ceea ce am vazut ca s-a si intamplat).  Mi-a fost foarte greu sa gasesc o pereche intreaga pe care sa o pot cumpara,417086,security,E neplacut faptul ca ochelarii de ski sunt expusi la raft fara a fi securizati. Oricine ii poate deschide si lua accesoriile cu care vin (ceea ce am vazut ca s-a si intamplat). Mi-a fost foarte greu sa gasesc o pereche intreaga pe care sa o pot cumpara,Negative,manual,E neplacut faptul ca ochelarii de ski sunt expusi la raft fara a fi securizati. Oricine ii poate deschide si lua accesoriile cu care vin (ceea ce am vazut ca s-a si intamplat). Mi-a fost foarte greu sa gasesc o pereche intreaga pe care sa o pot cumpara,security
Nu am nici un comentariu e bine asa cum este .,417087,misc,Nu am nici un comentariu e bine asa cum este .,Neutral,manual,Nu am nici un comentariu e bine asa cum este .,misc
"Serviciu excelent, rezultate pe masura. Recomand tuturor cu incredere serviciile Decathlon!",417088,service,"Serviciu excelent, rezultate pe masura. Recomand tuturor cu incredere serviciile Decathlon!",Positive,manual,"Serviciu excelent, rezultate pe masura. Recomand tuturor cu incredere serviciile Decathlon!",service
"Ar trebui si mai multa organizare,ar trebui sa fie tot timpul in om pe raion.",417089,shop organization; staff availability,Ar trebui si mai multa organizare;ar trebui sa fie tot timpul in om pe raion.,Negative; Negative,manual,"Ar trebui si mai multa organizare,ar trebui sa fie tot timpul in om pe raion.",shop organization;staff availability
"As pune proiectantii sa gandeasca un model """"destept"""" de sandale de vara ,inchise in bot pt a proteja degetele ,cu talpa suficient de inalta si de calitate si cu sisteme de legare  sau pridere reglabile pt a se plia pe orice tip de picior.Celep pe care le aveti la raft sunt deschise in bot.De aia si """"stau"""" pe rafturi.",417090,misc,"As pune proiectantii sa gandeasca un model """"destept"""" de sandale de vara ,inchise in bot pt a proteja degetele ,cu talpa suficient de inalta si de calitate si cu sisteme de legare sau pridere reglabile pt a se plia pe orice tip de picior.Celep pe care le aveti la raft sunt deschise in bot.De aia si """"stau"""" pe rafturi.",Neutral,manual,"As pune proiectantii sa gandeasca un model """"destept"""" de sandale de vara ,inchise in bot pt a proteja degetele ,cu talpa suficient de inalta si de calitate si cu sisteme de legare sau pridere reglabile pt a se plia pe orice tip de picior.Celep pe care le aveti la raft sunt deschise in bot.De aia si """"stau"""" pe rafturi.",misc
