absa_input,absa_target,data_origin
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este exact ce aveam nevoie atunci cand plec intr-o excursie pe la munte sau alte locuri si doresc sa stau peste noapte. Are un compartiment principal super generos si restul buzunarelor destul de mari pentru depozitarea diferitelor gadgeturi... </s>,product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Raport calitate-pret foarte bunesunt mulțumit de produsele achiziționate de la magazin </s>,product is positive; quality is positive; price is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un tanar exceptional de bun pr customer-service-imi pare rau ca nu i-am retinut numele! Datorita lui in proportie de 80% am mai cumparat si inscriptionat si cel de-al doileavechipament! Multumesc! </s>,staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele sunt de calitate superioara altor articole similare gasite pe piata la aceleasi preturi, livrarea la domiciliu prompta si fara probleme. Marimile la ce am comandat eu au corespuns. </s>",product is positive; quality is positive; delivery is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Copilul meu a fost încântat de aspectul patinelor și îi este foarte ușor să le utilizeze. Le recomand cu încredere. </s>,product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Proptitudine, seriozitate, angajati pregatiti gata oricand sa te ajute cu informatiile necesare </s>",staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt foarte multumit de noua achiziție de setul de gantere de 50kg </s>,product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Salutare. As dori sa stiu daca masa maxima admisa de 110 kg se refera doar la masa corporala a utilizatorului sau masa totala suportata de aceasta banca (constituita din masa corporala a utilizatorului si cea a greutatilor utilizate in timpul antrenamentului). </s>,misc is neutral,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Stiu ca nu este vina voastra, insa copiii care """"testeaza"""" produsele prin magazin sunt foarte enervanti.Cred ca nu ar mai trebui lasati sa se plimbe prin magazin cu bicicletele, trotinetele, rolele, etc. decat in cazul in care parintii vor achizitiona acel produs.Nu mi se pare deloc ok, sa ma feresc printre rafturi de copii, care se alearga prin magazin pe diferite produse, mentionate mai sus.Ar trebui sa li se explice parintilor, care nu stiu sa-si educe odraslele, ca nu ar trebuie sa-i deranjeze pe ceilalti cumparatori, Sau efectiv sa nu li se mai premita sa se plimbe prin magazin cu produsele.In rest, toate bune si frumoase. </s>",environment is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O lanseta cu pret calitate excelent. Foarte subtire, blanc slim, inele de calitate, este o lanseta foarte usoara, tot ansamblul este mai usor decat vechile mele mulinete. Are actiune parabolica, este o lanseta excelenta in drill. Recomand plumbi de 60-70g pentru pescuit in 100m. Oricum cine pescuieste la distante mai mari de 120m, fie abereaza, fie are lansete de 3,90 si 375lbs, fie nu stie ce inseamna 120m. Sunt extrem de multumit de lansete iar garantia 2 ani nu este de neglijat.Mi-ar fi placut sa aiba husa, macar pentru lanseta, si sa gasim separat tambur de rezerva, contra cost. Cred ca pretul mai mare ar atrage clienti mai multi :)) </s>",price is positive; product is positive; quality is negative; return warranty is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: aduceti mai multe produse in magazin.lipsa a unor produse liste pe site site-ul oficial </s>,shop diversity is negative; shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: in perioada de toamna lipsa produselor destinate verii.se pleaca in concedii afara (zone calde) si aveti oos la aceste produse </s>,shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vizita a fost una placuta. Singura inconvenieta au fost copiii care se plimbau cu bicicletele printre rafturi cu viteza </s>,environment is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Daca aveti foarte multe comenzi, nu este o problema, dar ar trebui sa anuntati cumparatorii, ca dureaza putin mai mult pana primeste produsele comandate. </s>",delivery is negative; staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ii port din 2012 toamna , iarna ( cu colanti termici au prins si -34 grade ) si primavara in orice fel de conditii ( viscol,ploaie,soare),sunt rezistenti,foarte comozi chiar si cu ham , usor de curatat (i-am murdarit foarte tare prin pesteri ) si foarte foarte practici ! Recomand ! Pacat insa ca nu-i aveti in magazine ! </s>",product is positive; quality is positive; shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu toate produsele au prețul afișat. Ca să afli un preț al unui produs, trebuie să te duci cu el la casa de marcat. Cred că ar fi necesare cititoarele de prețuri, amplasate prin magazin. </s>",shop organization is negative; service is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori sa gasesc mai multe produse la raionul de vanatoare si reduceri!!!!!!!! </s>,shop diversity is negative; promotions is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte multumit de calitatea produselor achizitionat si promptitudinea livrarii. Recomand. </s>,delivery is positive; quality is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ii port de 2 ani si nu am avut probleme. </s>,product is positive; quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Stiam ce vreau sa cumpar si nu mi-a inselat asteptarile! Excelente la schi, dar si pe strada! </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-as dori sa regasesc la raft o varietate mai mare de produse </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In ciuda unei incurcaturi cu un produs rezervat, angajatii s-au mobilizat si au rezolvat repede problema </s>",staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Având in vedere prețul de 129 RON nu găsești nimic care sa se apropie de ce oferă. Compact si ușor de transportat este mai mult decat are nevoie un utilizator mediu. Fie ca vorbim de urmăritul păsărilor sau o excursie la munte. L-am testat 3 săptămâni si am fost mulțumit de el. Ca minus nu are capace. </s>,product is positive; price is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ultima vizita in magazin a fost una extrem de placuta, la fel ca anterioarele. Personalul magazinului este extrem de implicat in rezolvarea problemelor in ajutarea clientilor cu informatii si solutii. Produsele sunt diversificate, cu preturi pentru buzunarele tuturor. Recomand acest magazin </s>",staff competency is positive; shop diversity is positive; price is positive,manual
