text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
Am cumparat din Decathlon Pallady in valoare de   2800 lei in data de 28.12.2016  si nu am primit nici  vaucer in acest sens.Astept raspunsul vostru .Multumesc,434612,service - negative,26,service,service,Negative,manual,Am cumparat din Decathlon Pallady in valoare de 2800 lei in data de 28.12.2016 si nu am primit nici vaucer in acest sens.Astept raspunsul vostru .Multumesc,? am luat din decathlon palladg in valoare de 2800 lei in data de 28. 12. 2016 si nu am primit nici unul in acest sens. astept sfatul vostru. multumesc
"Ghidul de marimi ar trebui mai bine explicat.Nu stiu intotdeauna care este alegerea optima: am ales marimea corespondenta in functie de centimetri si a fost o alegere gresita in cazul unuia din produse.In rest, intregul proces de cumparare a fost ireprosabil.",434613,"{'choices': ['product - negative', 'service - positive', 'service - negative']}",26,product; service; service,product; service,Negative; Positive; Negative,manual,"Ghidul de marimi ar trebui mai bine explicat.Nu stiu intotdeauna care este alegerea optima: am ales marimea corespondenta in functie de centimetri si a fost o alegere gresita in cazul unuia din produse.In rest, intregul proces de cumparare a fost ireprosabil.",". lista de marimi ar trebui mai bine alese. nu stiu intotdeauna care este alegerea optima : am ales marimea corespunzatoaa in functie de model si a fost o alegere gresita in cazul unuia din ele. in rest, intregul proces de lucru a fost ireprosabil."
Îmi place faptul ca pot testa toate produsele înainte de a le cumpăra și interesul personalului  pentru satisfacția clientilor,434614,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,Îmi place faptul ca pot testa toate produsele înainte de a le cumpăra și interesul personalului pentru satisfacția clientilor,. îmi place faptul ca pot testa toate produsele înainte de a le cumpăra și restul personalului pentru satisfacția client.
"Vreau si la Suceava, un magazin cu o suprafata mai are decat cea de acum.",434617,misc - neutral,26,misc,misc,Neutral,manual,"Vreau si la Suceava, un magazin cu o suprafata mai are decat cea de acum.",". vreau si la suceava, un teren cu o suprafata mai mare decat cea de acum."
"magazin in regula , bun pentru cumparaturi de articole sportive si in acelasi timp de petrecere a timpului liber pentru copii",434622,environment - positive,26,environment,environment,Positive,manual,"magazin in regula , bun pentru cumparaturi de articole sportive si in acelasi timp de petrecere a timpului liber pentru copii",". magazin in regula, ideal pentru cumparaturi de articole utile si in acelasi timp de petrec a timpului liber pentru copii"
"Am cumparat o bicicleta si s-a putut incerca, personalul a fost de mare ajutor, au umflat rotile si au facut ajustarile necesare. Ma bucur ca am garantie pe viata la cadru si 2 ani pe celelalte parti, si pot veni la ajustari gratuite in acei 2 ani.",434623,"{'choices': ['service - positive', 'staff competency - positive', 'return warranty - positive']}",26,service; staff competency; return warranty,service; staff competency; return warranty,Positive; Positive; Positive,manual,"Am cumparat o bicicleta si s-a putut incerca, personalul a fost de mare ajutor, au umflat rotile si au facut ajustarile necesare. Ma bucur ca am garantie pe viata la cadru si 2 ani pe celelalte parti, si pot veni la ajustari gratuite in acei 2 ani.",". am cumparat o bicicleta si s - a putut incerca, si a fost de mare ajutor, au mers rotile si au facut ajustarile necesare. ma bucur ca am lucrat pe viata la ea si 2 ani pe celelalte roti, si pot veni la ajustari si in acei 2 ani."
"Cu toate ca este mentionat in magazin ca testarea bicicletelor se face doar pe culuarul principal, acest lucru nu se intampla intotdeauna. Nu este vina voastra, dar este deranjant sa te feresti permanent de cineva care vine cu viteza spre tine.",434625,environment - negative,26,environment,environment,Negative,manual,"Cu toate ca este mentionat in magazin ca testarea bicicletelor se face doar pe culuarul principal, acest lucru nu se intampla intotdeauna. Nu este vina voastra, dar este deranjant sa te feresti permanent de cineva care vine cu viteza spre tine.",". cu toate ca este scris in magazin ca testarea nu se face doar pe panoul principal, acest lucru nu se intampla intotdeauna. nu este vina voastra, dar este bine sa te bucuri permanent de cineva care vine cu fata spre tine."
"consider ca ar fi bine venit un sistem de avertizare pentru casa libera,",434628,service - negative,26,service,service,Negative,manual,"consider ca ar fi bine venit un sistem de avertizare pentru casa libera,",". consider ca ar fi bine ca un sistem de averti, pentru piataatori,"
"Oamenii tare faini, serviabili, tineri, educati si politicosi. Am dus 2 placi de snowboard pentru un service complet. Mi s-a parut ok treaba. Punctual, totul a decurs bine.",434629,"{'choices': ['staff competency - positive', 'service - positive']}",26,staff competency; service,staff competency; service,Positive; Positive,manual,"Oamenii tare faini, serviabili, tineri, educati si politicosi. Am dus 2 placi de snowboard pentru un service complet. Mi s-a parut ok treaba. Punctual, totul a decurs bine.",". oamenii tare ok, atenti, atenti, educati si politicosi. am dus 2 placi de baza pentru un service complet. mi s - a parut ok treaba. punctual, totul a decurs bine."
Slaba comunicare pentru comenzile online. Doar un email de notificare si cam atât. A trebuit eu să dau telefoane pentru a vedea statusul comenzii. Indicat este să îmbunătățiți ceva.,434630,service - negative,26,service,service,Negative,manual,Slaba comunicare pentru comenzile online. Doar un email de notificare si cam atât. A trebuit eu să dau telefoane pentru a vedea statusul comenzii. Indicat este să îmbunătățiți ceva.,. fără comunicare pentru client online. doar un mesaj de notificare si cam atât. a trebuit eu să dau telefoane pentru a afla statusul comenz.. indicat este să îmbunătățiți ceva.
"Multumita, ca intotdeauna, de raportul calitate-pret si de restul serviciilor. Multumesc!",434631,"{'choices': ['service - positive', 'price - positive', 'quality - positive']}",26,service; price; quality,service; price; quality,Positive; Positive; Positive,manual,"Multumita, ca intotdeauna, de raportul calitate-pret si de restul serviciilor. Multumesc!",". multumita, ca intotdeauna, de raport calitate - pret si de restul.. multumesc!"
Este un magazin care creaza dependenta incepand cu primul produs cumparat !,434633,misc - neutral,26,misc,misc,Neutral,manual,Este un magazin care creaza dependenta incepand cu primul produs cumparat !,! este un magazin care creaza dependenta incepand cu primul contact!
Imi place mereu sa vin in Decathlon! Mai mult decat in oricare alt magazin!,434635,misc - neutral,26,misc,misc,Neutral,manual,Imi place mereu sa vin in Decathlon! Mai mult decat in oricare alt magazin!,! imi place mereu sa vin in decathln! mai mult decat in oricare alt loc!
Ar fi util ca angajatii sa fie mai usor de gasit in toate zonele magazinului.,434637,staff availability - negative,26,staff availability,staff availability,Negative,manual,Ar fi util ca angajatii sa fie mai usor de gasit in toate zonele magazinului.,. ar fi util ca angajatii sa fie mai usor de gasit in toate zonele magazinului.
Ca sa nu pierd timpul cu detalii.....calitate de 5 stele!!!! Felicitari pt calitatea serviciilor si sa o tineti tot asa!! Recomand cu toata caldura echipa de la Decathlon.,434648,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,Ca sa nu pierd timpul cu detalii.....calitate de 5 stele!!!! Felicitari pt calitatea serviciilor si sa o tineti tot asa!! Recomand cu toata caldura echipa de la Decathlon.,. ca sa nu pierd timpul cu voi..... este de 5 stele!!!! felicitari pt articol si sa o tineti tot asa!! recomand cu toata caldura echipa de la decathlon.
"Un magazin cu diversitate mare de produse care nu pot fi găsite prea ușor în alte magazine (la un loc). Cu toate acestea, e mare tâmpenie să dai voie testarea bicicletelor, trotinetelor sau a rolelor în magazin. Persoane fără educație care confundă magazinul cu pista de biciclete pun în real pericol copiii mici. Adică mergi cu copilul în magazin și riști să ți-l lovească un cretin...",434649,"{'choices': ['environment - negative', 'shop diversity - positive']}",26,environment; shop diversity,environment; shop diversity,Negative; Positive,manual,"Un magazin cu diversitate mare de produse care nu pot fi găsite prea ușor în alte magazine (la un loc). Cu toate acestea, e mare tâmpenie să dai voie testarea bicicletelor, trotinetelor sau a rolelor în magazin. Persoane fără educație care confundă magazinul cu pista de biciclete pun în real pericol copiii mici. Adică mergi cu copilul în magazin și riști să ți-l lovească un cretin...",". un magazin cu diversitate mare de haine care nu pot fi găsite prea ușor în alte locuri ( la un loc ). cu toate acestea, e mare tâmpenie să dai vina bicicletelor,etelor sau a rolelor în mall. persoane fără permis care seă cu pista de biciclete pun în real pericol copiii mici. adică mergi cu copilul în magazin și riști să ți - l lovească un cretin..."
Per total am fost multumita de serviciile oferite si de atitudinea personalului.,434650,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,Per total am fost multumita de serviciile oferite si de atitudinea personalului.,. per total am fost multumita de cele oferite si de atitudinea lor.
"Am fost multumita de promptitudinea cu care s-a reparat bicileta achizitionata in urma cu o luna jumatate,dar totusi mi-a dat de gandit faptul ca dupa nici 2 luni o bicicleta nou-nouta trebuie dusa la reparat.....dar serviciile atelierului au fost bune si rapide.",434654,"{'choices': ['staff competency - positive', 'product - negative', 'service - positive']}",26,staff competency; product; service,staff competency; product; service,Positive; Negative; Positive,manual,"Am fost multumita de promptitudinea cu care s-a reparat bicileta achizitionata in urma cu o luna jumatate,dar totusi mi-a dat de gandit faptul ca dupa nici 2 luni o bicicleta nou-nouta trebuie dusa la reparat.....dar serviciile atelierului au fost bune si rapide.","client am fost multumita de promptitudinea cu care s - a facut reparaea in urma cu o luna jumatate, dar totusi mi - a dat de gandit faptul ca dupa nici 2 luni o bicicleta nou - nouta trebuie data la reparat..... dar serviciile atelierului au fost bune si rapide."
Adidașii nu au venit cu cutia de fabrica dar asta nu ma deranjează,434656,service - neutral,26,service,service,Neutral,manual,Adidașii nu au venit cu cutia de fabrica dar asta nu ma deranjează,. încă nu au venit cu cutia de viteze dar asta nu ma deranjează
Mai era o singura bucata in magazin si sistemul informatic  nu functiona.,434658,"{'choices': ['service - negative', 'shop diversity - negative']}",26,service; shop diversity,service; shop diversity,Negative; Negative,manual,Mai era o singura bucata in magazin si sistemul informatic nu functiona.,. mai era o alta bucata in magazin si softul informatic nu functiona.
"Este ok. toata lumea e multumita, mai ales clientii. Va multumim!",434659,misc - neutral,26,misc,misc,Neutral,manual,"Este ok. toata lumea e multumita, mai ales clientii. Va multumim!",". este ok. toata lumea e multumita, mai ales client.. va pup!"
"Pret mai mici, promotii de reduceri cu preturi mai mici.",434664,"{'choices': ['price - negative', 'promotions - negative']}",26,price; promotions,price; promotions,Negative; Negative,manual,"Pret mai mici, promotii de reduceri cu preturi mai mici.",". pret mai mici, promotii de pret cu tarife mai mici."
Lla ultimile doua prezente in magazin nu am primit ajutor din partea angajatiilor .  Personal insuficient !,434668,"{'choices': ['staff competency - negative', 'staff availability - negative']}",26,staff competency; staff availability,staff competency; staff availability,Negative; Negative,manual,Lla ultimile doua prezente in magazin nu am primit ajutor din partea angajatiilor . Personal insuficient !,. pna ultimele doua prezente in magazin nu am primit ajutor din partea angajatiilor. este insuficient!
