id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
434161,"Pro: - personal amabil și informatContra:- magazinul este plin de copii, trebuie să oferi o atenție sporită pentru a nu te intersecta cu odrasla vreunui părinte care îi lasă să se maimuțărească prin tot magazinul.- la capitolul accesorii pentru biciclete rafturile nu erau aprovizionate și produsele erau neorganizate (efectul trecerii clienților români pe la raft).- lipsa unui angajat care efectiv să răspundă la întrebările clienților aflați la rafturi am resimțit mai la fiecare vizită în acest magazin.",staff competency; environment; shop diversity; shop organization; staff availability,Positive; Negative; Negative; Negative; Negative,"Pro: - personal prietenos și informatContra:- magazinul este plin de copii, trebuie să fii foarte atent să nu te intersectezi cu copiii unui părinte care îi lasă să se plimbe prin magazin.- în secțiunea accesorii pentru biciclete rafturile nu erau stocate și produsele nu erau organizate (efectul trecerii clienților români pe raft).- lipsa unui angajat care să răspundă efectiv la întrebările clienților de pe rafturi am simțit mai mult cu fiecare vizită în acest magazin.","În secțiunea de accesorii pentru biciclete, rafturile nu au marfă și produsele nu sunt organizate (influențate de clienții români de pe rafturi)."
434162,A trebuit sa sun eu de 2 ori pentru a mi se pregăti si livra comanda,delivery,Negative,A trebuit să sun de două ori pentru a obține comanda mea gata și livrat.,A trebuit să sun de două ori pentru ca comanda mea să fie pregătită şi livrată.
434167,Produsul comandat este OK.dar firma de curierat --Fan Curier--jalnic.Recomand schimbarea lor.,product; delivery,Positive; Negative,"Produsul comandat este OK, dar compania de curierat, Fan Courier, este geloasă.","Produsele sunt bune, dar companiile de curierat - fani ai curieratului - sunt invidioase."
434169,Nu este normal sa fac o comanda din data de 18.12 si inca sa nu fie predată curierului.,service,Negative,Nu e normal să dau o comandă pe 18 decembrie şi să nu fie livrată curierului.,"Am comandat-o pe 18 decembrie, dar nu am dus-o la curier, iar apoi am fost nevoită să o trimit la post."
434171,"Am stat f mult pentru eliberarea unei facturi, nu pt ca ar fi fost lume in fata, era o sg persoana, ci pentru ca cel care trebuia sa ii valideze ceva fetei de la facturare nu era de gasit",staff availability,Negative,"Am aşteptat mult timp pentru eliberarea unei facturi, nu pentru că era publică, era o persoană, ci pentru că cel care trebuia să valideze ceva fata de facturare nu a fost găsit","Am așteptat o lungă perioadă de timp pentru a deschide un cont, nu pentru că a fost deschis, pentru că a fost o persoană, dar pentru că ceva care trebuie verificat, taxa pentru fata nu a fost descoperit."
434173,Nemultumit de curier. A venit comanda dupa 4 zile.,delivery,Negative,"Nu a fost mulţumit de curier, a primit comanda după patru zile.",A fost supărat pe curierul care a trimis comanda la patru zile după ce a primit-o.
434175,"Haos prin magazin, plin de copii nesupraveghiati pe biciclete, trotinete etc.",environment,Negative,"Haos în magazin, plin de copii neîncredinţaţi pe biciclete, scutere, etc.","În magazine era haos, copiii mergeau pe biciclete, iar oamenii se jucau cu bicicletele."
434177,"Daca ai nevoie de informatii in plus despre produse, trebuie sa umblii mult printre raioane dupa cineva abilitat ca sa-ti raspunda.Parca se ascund toti cand ii cauti.Chiar daca magazinul era aproape gol de clienti la ora la care am fost.Mai bine instalati terminate de informatii stocuri si/sau localizarea lor in magazin si mai eliminati din angajati. Daca tot sunt degeaba.",service; staff availability,Negative; Negative,"Dacă ai nevoie de mai multe informații despre produse, trebuie să te plimbi prin cartiere în căutarea cuiva calificat să-ți răspundă. Este ca și cum se ascund toți când le cauți. Chiar dacă magazinul era aproape gol de clienți în momentul în care am fost acolo. Mai bine să instalezi stocuri de informații terminate și / sau locația lor în magazin și chiar eliminate de la angajați. Dacă acestea sunt încă inutile.","Dacă ai nevoie de mai multe informații despre produse, trebuie să mergi prin zone și să găsești pe cineva calificat să-ți răspundă. Când le cauți, se ascund."
434182,Am primit produsul dupa 15 zile in loc de 7 cum scria pe site. In loc de un set de 2 camere bicicleta in pachet era doar una. Am sunat si au promis ca se va rezolva. Sper.,delivery; service,Negative; Negative,Am primit produsul după 15 zile în loc de 7 cum se spune pe site-ul în loc de un set de 2 camere motocicleta în pachet a fost doar unul am sunat și au promis că va fi rezolvată sper,Am primit produsul 15 zile în loc de șapte ca și cum ar spune pe site-ul în loc de un set de două biciclete cu cameră în ambalaj doar unul am sunat și au promis că va rezolva sper că
434183,"Informarea clientilor prin bannere sau etichete evidentiatoare pt tipul de produs si genul persoanelor pt care sunt dedicate produsele (dama, barbati, unisex).",service,Negative,"Informații pentru clienți prin bannere sau etichete care evidențiază tipul de produs și sexul persoanelor cărora li se adresează produsul (femei, bărbați, unisex).","Informații către consumatori prin intermediul unor logo-uri sau etichete care subliniază tipul de produs și sexul grupului țintă al produsului (femei, bărbați, ambele sexe)."
434184,M-a deranjat faptul ca nu am gasit produsul cautat ( o sanie) si nici nu mi s-a oferit varianta de a verifica stocurile din alte magazine,shop diversity; service,Negative; Negative,Am fost deranjat de faptul că nu am găsit produsul pe care îl căutam (o sanie) și nici măcar nu mi s-a oferit posibilitatea de a verifica stocurile în alte magazine,"Sunt supărată că nu am găsit produsul pe care îl voiam (snow), nici măcar nu am avut opțiunea de a verifica stocul în alte magazine."
434186,din pacate nu prea pot face o evaluare pentru ca inca produsul nu l-am primit.cand am facut comanda in data de 21 decembrie termenul dvs de livrare era 29 decembrie deci cand trebuia eu sa il primesc acasa abia in ziua aia a fost dat la curier si in prezent inca produsul nu l-am primit.a fost ultima comanda facuta la dvs.,delivery,Negative,"Din păcate, nu pot face o evaluare pentru că încă nu am primit produsul. Când am comandat pe 21 decembrie, data de livrare a fost 29 decembrie. Deci, când trebuia să-l aduc acasă, a fost livrat curierului în acea zi. Şi încă nu am primit produsul.","Din păcate, nu pot face o evaluare, pentru că nu am primit încă produsul. Când am comandat pe 21 decembrie, data de livrare a fost 29 decembrie. Așa că, când ar fi trebuit să-l trimit acasă, a fost trimis la curier în aceeași zi."
434189,Am imprimat pe un tricou de sport numele si in 2 zile s-au descprins toate literele desi anm fost asigurat ca va rezista si la spalat. Pacat aveam incredere in voi m-ati dezamagit.,service,Negative,"Mi-am imprimat numele pe o cămaşă de sport şi în două zile toate literele au ieşit de pe ea, deşi am fost asigurată că va rezista la spălare.",Deşi sunt sigur că va rămâne în spălătorie.
434193,"Am stat mai mult la casa decat in magazin. Una dintre case era blocata pentru ca un produs nu avea cod de bare, iar la cealalta casa casiera nu stia sa introduca un cec de reducere si a trebuit sa asteptam pana cand s-a dumirit.",service; staff competency,Negative; Negative,"Am petrecut mai mult timp acasă decât în magazin, una dintre case era încuiată pentru că un produs nu avea cod de bare, iar casierul de la cealaltă casă nu știa cum să introducă un cec de reducere și a trebuit să așteptăm până când a fost încasat.","La un magazin, un casier nu știa cum să introducă un cec cu reducere, așa că a trebuit să așteptăm până când cecul a fost încasat."
434194,Din start vizita a decurs foarte nasol deoarece am fost cu o dubita(mai inalta de 2.80 metri) si nu am putut intra in parcare datorita barierei. A trebuit sa parchez la Leroy Merlin si sa ma deplasez pe jos pana la Decathlon. Nu am inteles necesitatea barierei.,accessibility,Negative,"De la început, vizita a fost foarte grea pentru că eram într-o dubă care avea peste 9 metri înălțime și nu puteam intra în parcare din cauza barierei, a trebuit să parchez la Leroy Merlin și să merg pe jos la Decathlon, nu am înțeles nevoia barierei.","Am fost foarte rău de la început, pentru că eram într-o camionetă de peste 9 metri înălțime, și am fost închis în spatele unei maşini de la un magazin de la Londra."
434196,"Am achizitionat o pereche de ochelari de soare pt ciclism, insa la standul unde sunt expusi era o debandada totala. Nu puteam proba, ochelarii fiind blocati cu sist de alarma, nu erau expuse mostre si pt fiecare pereche pe care doream sa o probez trebuia sa alerg dupa un lucrator comercial. Probabil si din cauza faptului ca era mag f aglomerat",shop organization; environment,Negative; Negative,"Am cumpărat o pereche de ochelari de soare pentru ciclism, dar standul unde erau expuse era un dezastru total. Nu am putut să le iau o mostră, ochelarii de soare erau blocați de sistemul de alarmă, nu erau mostre expuse, iar pentru fiecare pereche pe care voiam să o iau, trebuia să alerg după un lucrător comercial.","Am cumpărat o pereche de ochelari de soare pentru biciclete, dar în standul de la magazin erau nişte lucruri deranjante. Nu puteam lua o mostră, erau blocate de un sistem de alarmă, nu aveam niciun specimen, iar fiecare pereche pe care o voiam lua, trebuia să-i urmăresc pe muncitorii din comerţ."
434197,"Am fost pe data de 19.04.2017 pentru a cumpara diverse lucruri. Totul a fost bine pina am ajuns la casa. La ora 21.03 functionau 2 case. OK. M-am asezat la una din ele si dupa ce domnisoara de la casa a terminat cu persoana pe care o servea s-a uitat candid la mine si mi-a comunicat ca acea casa s-a inchis! I-am spus ca ar fi trebuit sa ma anunte din timp nu sa ma lase sa stau 10 minute si sa imi vina rindul (eram a doua persoiana si in spatele meu mai erau 2 persoane asezate la rind iar la casa alturata era 5 persoane). Am plecat la casa disponibila, singura, si m-am asezat la rind. La prima casa erau 3 angajate care discutau diverse. una dintre ele i-a facut semn celei care tocmai inchisese sa redeschida. S-a intimplat acest lucru dar domnisoara nu a parut incintata si nici nu parea dornica sa anunte ca a redeschis casa. Mai mult cind am semnalat acest lucru colega (din cele trei) a zis ca sa nu mai fac atmosfera. E drept pentru e eu sint un client care ii plateste salariul dar nu conteaza asta.....Eu zic ca ar trebui un pic mai multa disciplina. cel putin la case. In rest numai de bine....",service; staff competency,Negative; Negative,"M-am dus pe 19 aprilie 2017 să cumpăr diverse lucruri. Totul era bine până am ajuns acasă. La 21.03 erau două case care funcționau. OK. M-am așezat la una dintre ele și după ce gospodina a terminat cu persoana pe care o servea, s-a uitat la mine și mi-a spus că casa era închisă! I-am spus că ar fi trebuit să-mi spună în avans să nu mă lase să stau 10 minute și să mă învinovățească pentru rândul meu (am fost a doua persoană și în spatele meu erau doi colegi care stăteau la rând și în casa de alături erau cinci persoane). Am mers la casa disponibilă, singur, și m-am așezat la rând. La prima casă erau trei angajați care vorbeau. Unul dintre ei semna pe cei care tocmai au fost redeschide. Era intim","M-am dus pe 19 aprilie 2017, să cumpăr tot felul de lucruri. Totul a fost bine până am ajuns acasă. La 21.03 erau două case de lucru. Bine. M-am așezat într-una dintre ele, iar când stăpâna și servitorul ei au terminat, s-a uitat la mine și mi-a spus că casa e închisă!"
434199,"Dezamagit de serviciile de repartii a rotiilor... Nu ma asteptam dupa iesirea din service sa explodeze roata stand pe loc la nici mai putin de 2 km de decathlon...roata a fost mult prea umflata, si a explodat.",service,Negative,"Dezamăgit de serviciul de reparaţii a anvelopelor... Nu mă aşteptam ca după serviciu să explodeze anvelopa, stând pe loc la nu mai puţin de 2 km de decatlon... anvelopa era mult prea umflată, şi a explodat.","Nu m-am gândit că după ce am terminat service-ul, pneurile ar fi explodate la doi kilometri de la 10 curse..."
434201,"O singura casa d eschisă, 6 angajati stăteau la taclale, iar coada la acea casă era de cel putin 12-15 persoane.",service; staff competency,Negative; Negative,"Era doar o casă deschisă, şase angajaţi stăteau la tejghea, iar coada de la acea casă era de cel puţin 12-15 persoane.","Doar o casă era deschisă, șase angajați stăteau la birou, iar eu mă gândeam că am putea să-i ajutăm."
